controller,condition_group,shift_type,shift_intensity,rmse_mean,rmse_std,mae_mean,final_position_error_mean,heading_error_mean,success_rate,recovery_time_mean,control_smoothness_mean,control_energy_proxy_mean,robustness_score_mean,mean_estimated_uncertainty,mean_structure_uncertainty,mean_disturbance_uncertainty,mean_correction_gain,mean_structure_gain,mean_disturbance_gain
adaptive_gru_nominal,in_distribution_single_shift,actuator_delay,mild,0.09553765257199605,0.04721088004007959,0.05029770524965392,0.027667771326377988,0.039526969815293946,1.0,0.34999995761447483,0.11182525671190685,0.7601830479171541,0.9097743329789476,0.24661267466015285,0.2779344105058246,0.2297471264998118,1.0,1.0,1.0
adaptive_gru_nominal,in_distribution_single_shift,actuator_delay,severe,0.1018284120493465,0.05249424275001145,0.0651930823094315,0.0570668408440219,0.05392210413184431,1.0,0.34999995761447483,0.14592282474040985,0.8683632231420941,0.904276107254414,0.20155785646703508,0.26416577564345467,0.16784590151574877,1.0,1.0,1.0
adaptive_gru_nominal,in_distribution_single_shift,disturbance_burst,medium,0.13781381150086722,0.02131023819636644,0.09514450530211131,0.029257223423984315,0.07186923838324016,1.0,0.3499998516506619,0.14123034808370802,2.2186630103323193,0.8714373589721872,0.22075130376550886,0.2936452362272475,0.181500729587343,1.0,1.0,1.0
adaptive_gru_nominal,in_distribution_single_shift,disturbance_burst,mild,0.12573358168204626,0.026796292101201637,0.08778688642713758,0.02592472504410479,0.07579281719194518,1.0,0.3500000635782878,0.13997460818952984,2.140827033254835,0.882132764657433,0.1806690129968855,0.2679877198404736,0.13365125987264845,1.0,1.0,1.0
adaptive_gru_nominal,in_distribution_single_shift,disturbance_burst,severe,0.16398135324319205,0.025985138778025448,0.10498760723405415,0.02190017146575782,0.08825993123981687,1.0,0.34999995761447483,0.12898198515176773,1.3893230491214328,0.8490107393941383,0.21100137962235344,0.26830480496088666,0.18014568587144217,1.0,1.0,1.0
adaptive_gru_nominal,in_distribution_single_shift,friction_shift,medium,0.09625780127114719,0.05336785814088101,0.05684597252143754,0.03164005546002752,0.03980130929913786,1.0,0.35000014305114746,0.07183931809332636,0.910384969578849,0.9093630507701069,0.18479902876747978,0.32584136890040505,0.10885315471225315,1.0,1.0,1.0
adaptive_gru_nominal,in_distribution_single_shift,friction_shift,mild,0.10138079648216565,0.05141779642399768,0.05493723269965914,0.027096792331172362,0.04607791660560502,1.0,0.3500000370873345,0.07272322020596927,0.9272995293140411,0.9046333161347087,0.1853998535209232,0.3262931141588423,0.10953425036536323,1.0,1.0,1.0
adaptive_gru_nominal,in_distribution_single_shift,friction_shift,severe,0.10693853100140889,0.05303028594898914,0.06812271848320961,0.05936721262211601,0.03834922549625238,1.0,0.34999995761447483,0.08376820302671856,1.5384177615245183,0.8997035220728805,0.18917236891057757,0.34480900234646267,0.10536802146169874,1.0,1.0,1.0
adaptive_gru_nominal,in_distribution_single_shift,mass_shift,medium,0.13100632900993028,0.05863738667605892,0.08580559947424465,0.11913951258692476,0.0755638438794348,0.8888888888888888,0.3500000635782878,0.12413180495301883,3.659962316354116,0.8431883914203269,0.22692124048868814,0.3752405577235752,0.14705700096156862,1.0,1.0,1.0
adaptive_gru_nominal,in_distribution_single_shift,mass_shift,mild,0.0765430157383283,0.027563011969656246,0.04655482433736324,0.025931013178908162,0.04705454740259382,1.0,0.34999995761447483,0.08743941121631199,1.3388957629601161,0.9266262624566335,0.21565025548140207,0.35868115888701546,0.1386336104737388,1.0,1.0,1.0
adaptive_gru_nominal,in_distribution_single_shift,mass_shift,severe,0.14564228554566702,0.04664974844238825,0.10423246439960268,0.1172077970372306,0.0991009817355209,1.0,0.34999990463256836,0.10763801385958989,3.2491506934165955,0.8652853336842086,0.19129793677065107,0.388235029247072,0.08525488111707899,1.0,1.0,1.0
adaptive_gru_uncertainty,compound_shift_ood,actuator_delay+disturbance_burst,medium,0.1825628893242942,0.027960366621411787,0.12308995508485371,0.04642966669052839,0.12241385959916645,1.0,0.350000090069241,0.16644974218474495,1.9341662459903293,0.8334211736042965,0.22567040887143877,0.28192643490102554,0.19537870420349968,0.9541096952226427,0.9994555446836684,0.9541096952226427
adaptive_gru_uncertainty,compound_shift_ood,actuator_delay+disturbance_burst,mild,0.12980728844801584,0.022298782411566735,0.08734383599625693,0.028876500721606944,0.09017808859546979,1.0,0.3500000105963813,0.13141770081387627,1.108445856306288,0.8784588645141452,0.23248502777682412,0.27209457755088806,0.21115680204497445,0.950148257944319,0.9997731977038913,0.950148257944319
