episode_id,controller,trajectory_kind,shift_type,shift_intensity,shift_time,unseen,rmse,mae,final_position_error,heading_error,success,recovery_time,control_smoothness,control_energy_proxy,peak_error_after_shift,mean_error_after_shift,robustness_score
eval_2024_actuator_delay_medium_01,adaptive,circle,actuator_delay,medium,5.3610510910962,0,0.08297371864318848,0.03804411366581917,0.014161142520606518,0.050673164427280426,1.0,0.34999990463256836,0.06064597889780998,0.37596142292022705,0.03205614164471626,0.014076048508286476,0.9203753356148672
eval_2024_actuator_delay_medium_02,baseline,sinusoid,actuator_delay,medium,7.473288303496755,0,0.04152554273605347,0.030026543885469437,0.03473051264882088,0.02181096374988556,1.0,0.34999990463256836,0.05409974232316017,0.13416391611099243,0.03473051264882088,0.018781550228595734,0.9593248312475687
eval_2024_actuator_delay_medium_02,adaptive,sinusoid,actuator_delay,medium,7.473288303496755,0,0.04097248241305351,0.029146282002329826,0.02642669342458248,0.020835602656006813,1.0,0.34999990463256836,0.06241621822118759,0.13544286787509918,0.031179653480648994,0.018838081508874893,0.9598555424927391
eval_2024_actuator_delay_medium_03,baseline,sinusoid,actuator_delay,medium,7.95743622822451,0,0.11463712900876999,0.05367273464798927,0.02762850932776928,0.050480835139751434,1.0,0.35000038146972656,0.05747578293085098,0.22401227056980133,0.02762850932776928,0.015686849132180214,0.891689653515596
eval_2024_actuator_delay_medium_03,adaptive,sinusoid,actuator_delay,medium,7.95743622822451,0,0.11526498198509216,0.05564981326460838,0.03623569384217262,0.049761537462472916,1.0,0.35000038146972656,0.071947380900383,0.2252485156059265,0.03623569384217262,0.017078226432204247,0.8911299792276496
eval_2024_actuator_delay_severe_00,baseline,circle,actuator_delay,severe,4.486702108471301,1,0.0731208473443985,0.043654464185237885,0.019484445452690125,0.022464558482170105,1.0,0.34999990463256836,0.05019329488277435,0.22912807762622833,0.028138989582657814,0.022751998156309128,0.9294884970218428
eval_2024_actuator_delay_severe_00,adaptive,circle,actuator_delay,severe,4.486702108471301,1,0.0734647810459137,0.04217544198036194,0.02040429785847664,0.021015265956521034,1.0,0.34999990463256836,0.08865084499120712,0.23029546439647675,0.025390688329935074,0.020983846858143806,0.9291688695710231
eval_2024_actuator_delay_severe_01,baseline,circle,actuator_delay,severe,6.16723205517321,0,0.10018552094697952,0.06589765846729279,0.059312645345926285,0.030194416642189026,1.0,0.34999990463256836,0.05689555034041405,0.5396103858947754,0.05952780321240425,0.04815977066755295,0.9046695673116971
eval_2024_actuator_delay_severe_01,adaptive,circle,actuator_delay,severe,6.16723205517321,0,0.09918730705976486,0.06423807144165039,0.039317045360803604,0.03145773336291313,1.0,0.34999990463256836,0.10963359475135803,0.5396569967269897,0.05138782039284706,0.0436578132212162,0.9055730719075221
eval_2024_actuator_delay_severe_02,baseline,sinusoid,actuator_delay,severe,5.828341635969963,0,0.06784288585186005,0.051806844770908356,0.0359383299946785,0.041001055389642715,1.0,0.35000038146972656,0.060407061129808426,0.4291248321533203,0.07349000126123428,0.05172878876328468,0.9344072706473068
eval_2024_actuator_delay_severe_02,adaptive,sinusoid,actuator_delay,severe,5.828341635969963,0,0.06706151366233826,0.05059606209397316,0.020037241280078888,0.03964350372552872,1.0,0.35000038146972656,0.2138809710741043,0.4460788071155548,0.07481281459331512,0.04970511049032211,0.9351376758242618
